c1,c2,stim,isPlural
dish,washers,dishwashers,1
mouth,washes,mouthwashes,1
white,washes,whitewashes,1
dish,washing,dishwashing,0
brain,washing,brainwashing,0
death,watch,deathwatch,0
mid,watch,midwatch,0
dog,watch,dogwatch,0
wrist,watch,wristwatch,0
stop,watch,stopwatch,0
port,watcher,portwatcher,0
death,watches,deathwatches,1
stop,watches,stopwatches,1
wrist,watches,wristwatches,1
bilge,water,bilgewater,0
rain,water,rainwater,0
melt,water,meltwater,0
break,water,breakwater,0
shear,water,shearwater,0
black,water,blackwater,0
salt,water,saltwater,0
high,water,highwater,0
white,water,whitewater,0
tide,water,tidewater,0
lime,water,limewater,0
sea,water,seawater,0
back,water,backwater,0
fresh,water,freshwater,0
dish,water,dishwater,0
head,water,headwater,0
fire,water,firewater,0
waste,water,wastewater,0
back,waters,backwaters,1
break,waters,breakwaters,1
tide,waters,tidewaters,1
air,wave,airwave,0
brain,wave,brainwave,0
air,waves,airwaves,1
brain,waves,brainwaves,1
ear,wax,earwax,0
bees,wax,beeswax,0
wood,waxen,woodwaxen,0
woad,waxen,woadwaxen,0
walk,way,walkway,0
hatch,way,hatchway,0
cross,way,crossway,0
race,way,raceway,0
head,way,headway,0
express,way,expressway,0
gate,way,gateway,0
road,way,roadway,0
geta,way,getaway,0
slip,way,slipway,0
companion,way,companionway,0
speed,way,speedway,0
air,way,airway,0
entrance,way,entranceway,0
spill,way,spillway,0
slide,way,slideway,0
steerage,way,steerageway,0
green,way,greenway,0
ship,way,shipway,0
entry,way,entryway,0
rail,way,railway,0
passage,way,passageway,0
rope,way,ropeway,0
run,way,runway,0
path,way,pathway,0
cause,way,causeway,0
mid,way,midway,0
through,way,throughway,0
sky,way,skyway,0
drive,way,driveway,0
high,way,highway,0
tram,way,tramway,0
arch,way,archway,0
lee,way,leeway,0
door,way,doorway,0
stair,way,stairway,0
carriage,way,carriageway,0
sea,way,seaway,0
motor,way,motorway,0
taxi,way,taxiway,0
sluice,way,sluiceway,0
fly,way,flyway,0
tide,way,tideway,0
water,way,waterway,0
free,way,freeway,0
gang,way,gangway,0
ring,way,ringway,0
belt,way,beltway,0
hall,way,hallway,0
fair,way,fairway,0
area,way,areaway,0
alley,way,alleyway,0
clear,way,clearway,0
park,way,parkway,0
sea,ways,seaways,1
gang,ways,gangways,1
carriage,ways,carriageways,1
clear,ways,clearways,1
spill,ways,spillways,1
speed,ways,speedways,1
geta,ways,getaways,1
race,ways,raceways,1
hall,ways,hallways,1
companion,ways,companionways,1
gate,ways,gateways,1
drive,ways,driveways,1
run,ways,runways,1
express,ways,expressways,1
taxi,ways,taxiways,1
slip,ways,slipways,1
high,ways,highways,1
fly,ways,flyways,1
road,ways,roadways,1
stair,ways,stairways,1
belt,ways,beltways,1
rail,ways,railways,1
motor,ways,motorways,1
mid,ways,midways,1
hatch,ways,hatchways,1
tram,ways,tramways,1
long,ways,longways,1
cause,ways,causeways,1
door,ways,doorways,1
entry,ways,entryways,1
air,ways,airways,1
tide,ways,tideways,1
path,ways,pathways,1
water,ways,waterways,1
arch,ways,archways,1
walk,ways,walkways,1
free,ways,freeways,1
park,ways,parkways,1
alley,ways,alleyways,1
fair,ways,fairways,1
passage,ways,passageways,1
common,weal,commonweal,0
common,wealth,commonwealth,0
active,wear,activewear,0
swim,wear,swimwear,0
hand,wear,handwear,0
knit,wear,knitwear,0
work,wear,workwear,0
neck,wear,neckwear,0
beach,wear,beachwear,0
evening,wear,eveningwear,0
lounge,wear,loungewear,0
sports,wear,sportswear,0
night,wear,nightwear,0
formal,wear,formalwear,0
foot,wear,footwear,0
under,wear,underwear,0
outer,wear,outerwear,0
sleep,wear,sleepwear,0
basket,weaver,basketweaver,0
hair,weaving,hairweaving,0
cob,web,cobweb,0
cob,webs,cobwebs,1
newly,wed,newlywed,0
newly,weds,newlyweds,1
brook,weed,brookweed,0
iron,weed,ironweed,0
fire,weed,fireweed,0
pickerel,weed,pickerelweed,0
rag,weed,ragweed,0
wart,weed,wartweed,0
clear,weed,clearweed,0
may,weed,mayweed,0
rosin,weed,rosinweed,0
hog,weed,hogweed,0
hawk,weed,hawkweed,0
poke,weed,pokeweed,0
cud,weed,cudweed,0
nit,weed,nitweed,0
pig,weed,pigweed,0
pond,weed,pondweed,0
bugle,weed,bugleweed,0
cancer,weed,cancerweed,0
tar,weed,tarweed,0
rich,weed,richweed,0
cotton,weed,cottonweed,0
gravel,weed,gravelweed,0
rock,weed,rockweed,0
beggar,weed,beggarweed,0
stick,weed,stickweed,0
candy,weed,candyweed,0
duck,weed,duckweed,0
catch,weed,catchweed,0
bind,weed,bindweed,0
frost,weed,frostweed,0
stink,weed,stinkweed,0
gum,weed,gumweed,0
silver,weed,silverweed,0
carpet,weed,carpetweed,0
sneeze,weed,sneezeweed,0
bitter,weed,bitterweed,0
crazy,weed,crazyweed,0
chick,weed,chickweed,0
pearl,weed,pearlweed,0
beetle,weed,beetleweed,0
fan,weed,fanweed,0
rabbit,weed,rabbitweed,0
chaff,weed,chaffweed,0
butter,weed,butterweed,0
silk,weed,silkweed,0
horse,weed,horseweed,0
scorpion,weed,scorpionweed,0
soap,weed,soapweed,0
thimble,weed,thimbleweed,0
water,weed,waterweed,0
camphor,weed,camphorweed,0
skunk,weed,skunkweed,0
chafe,weed,chafeweed,0
dye,weed,dyeweed,0
gulf,weed,gulfweed,0
match,weed,matchweed,0
tick,weed,tickweed,0
jewel,weed,jewelweed,0
snake,weed,snakeweed,0
mark,weed,markweed,0
sea,weed,seaweed,0
loco,weed,locoweed,0
broom,weed,broomweed,0
milk,weed,milkweed,0
pine,weed,pineweed,0
green,weed,greenweed,0
gypsy,weed,gypsyweed,0
tumble,weed,tumbleweed,0
blue,weed,blueweed,0
cape,weed,capeweed,0
vinegar,weed,vinegarweed,0
canker,weed,cankerweed,0
ague,weed,agueweed,0
velvet,weed,velvetweed,0
tumble,weeds,tumbleweeds,1
milk,weeds,milkweeds,1
loco,weeds,locoweeds,1
sea,weeds,seaweeds,1
work,week,workweek,0
mid,week,midweek,0
mid,weeks,midweeks,1
work,weeks,workweeks,1
chimneys,weep,chimneysweep,0
chimneys,weeper,chimneysweeper,0
mines,weeper,minesweeper,0
mines,weepers,minesweepers,1
mines,weeping,minesweeping,0
cruiser,weight,cruiserweight,0
bantam,weight,bantamweight,0
light,weight,lightweight,0
middle,weight,middleweight,0
fly,weight,flyweight,0
feather,weight,featherweight,0
penny,weight,pennyweight,0
paper,weight,paperweight,0
hundred,weight,hundredweight,0
over,weight,overweight,0
make,weight,makeweight,0
welter,weight,welterweight,0
heavy,weight,heavyweight,0
welter,weights,welterweights,1
bantam,weights,bantamweights,1
heavy,weights,heavyweights,1
penny,weights,pennyweights,1
paper,weights,paperweights,1
hundred,weights,hundredweights,1
make,weights,makeweights,1
middle,weights,middleweights,1
light,weights,lightweights,1
fly,weights,flyweights,1
feather,weights,featherweights,1
waste,weir,wasteweir,0
ink,well,inkwell,0
speed,well,speedwell,0
stair,well,stairwell,0
ink,wells,inkwells,1
fare,wells,farewells,1
stair,wells,stairwells,1
old,wench,oldwench,0
north,west,northwest,0
south,west,southwest,0
south,wester,southwester,0
bell,wether,bellwether,0
bed,wetter,bedwetter,0
bush,whacker,bushwhacker,0
bush,whackers,bushwhackers,1
buck,wheat,buckwheat,0
nose,wheel,nosewheel,0
cog,wheel,cogwheel,0
cart,wheel,cartwheel,0
free,wheel,freewheel,0
tread,wheel,treadwheel,0
pin,wheel,pinwheel,0
water,wheel,waterwheel,0
hand,wheel,handwheel,0
fly,wheel,flywheel,0
mill,wheel,millwheel,0
paddle,wheel,paddlewheel,0
free,wheeler,freewheeler,0
stern,wheeler,sternwheeler,0
free,wheelers,freewheelers,1
fly,wheels,flywheels,1
free,wheels,freewheels,1
water,wheels,waterwheels,1
cog,wheels,cogwheels,1
cart,wheels,cartwheels,1
pin,wheels,pinwheels,1
some,where,somewhere,0
mean,while,meanwhile,0
coach,whip,coachwhip,0
horse,whip,horsewhip,0
horse,whipping,horsewhipping,0
horse,whips,horsewhips,1
egg,whisk,eggwhisk,0
penny,whistle,pennywhistle,0
bob,white,bobwhite,0
lint,white,lintwhite,0
candle,wick,candlewick,0
cotton,wick,cottonwick,0
candle,wicks,candlewicks,1
band,width,bandwidth,0
band,widths,bandwidths,1
fish,wife,fishwife,0
ale,wife,alewife,0
pudding,wife,puddingwife,0
house,wife,housewife,0
old,wife,oldwife,0
mid,wife,midwife,0
big,wig,bigwig,0
ear,wig,earwig,0
big,wigs,bigwigs,1
ear,wigs,earwigs,1
poor,will,poorwill,0
good,will,goodwill,0
pigs,will,pigswill,0
cross,wind,crosswind,0
head,wind,headwind,0
whirl,wind,whirlwind,0
tail,wind,tailwind,0
wood,wind,woodwind,0
side,winder,sidewinder,0
side,winders,sidewinders,1
shop,window,shopwindow,0
cross,winds,crosswinds,1
whirl,winds,whirlwinds,1
head,winds,headwinds,1
tail,winds,tailwinds,1
wood,winds,woodwinds,1
bat,wing,batwing,0
wax,wing,waxwing,0
angle,wing,anglewing,0
bite,wing,bitewing,0
lace,wing,lacewing,0
red,wing,redwing,0
downs,wing,downswing,0
under,wing,underwing,0
lap,wing,lapwing,0
green,wing,greenwing,0
blue,wing,bluewing,0
wax,wings,waxwings,1
gay,wings,gaywings,1
downs,wings,downswings,1
lap,wings,lapwings,1
lace,wings,lacewings,1
bread,winner,breadwinner,0
bread,winners,breadwinners,1
mid,winter,midwinter,0
sides,wipe,sideswipe,0
sides,wipes,sideswipes,1
hay,wire,haywire,0
barb,wire,barbwire,0
dim,wit,dimwit,0
nit,wit,nitwit,0
where,withal,wherewithal,0
eye,witness,eyewitness,0
eye,witnesses,eyewitnesses,1
dim,wits,dimwits,1
nit,wits,nitwits,1
fish,wives,fishwives,1
house,wives,housewives,1
ale,wives,alewives,1
mid,wives,midwives,1
were,wolf,werewolf,0
were,wolves,werewolves,1
bond,woman,bondwoman,0
congress,woman,congresswoman,0
spokes,woman,spokeswoman,0
frontiers,woman,frontierswoman,0
states,woman,stateswoman,0
jury,woman,jurywoman,0
oars,woman,oarswoman,0
clans,woman,clanswoman,0
business,woman,businesswoman,0
counter,woman,counterwoman,0
air,woman,airwoman,0
beggar,woman,beggarwoman,0
news,woman,newswoman,0
free,woman,freewoman,0
outdoors,woman,outdoorswoman,0
bonds,woman,bondswoman,0
committee,woman,committeewoman,0
kins,woman,kinswoman,0
chair,woman,chairwoman,0
council,woman,councilwoman,0
freed,woman,freedwoman,0
sales,woman,saleswoman,0
country,woman,countrywoman,0
sports,woman,sportswoman,0
mad,woman,madwoman,0
washer,woman,washerwoman,0
newspaper,woman,newspaperwoman,0
select,woman,selectwoman,0
yachts,woman,yachtswoman,0
laundry,woman,laundrywoman,0
char,woman,charwoman,0
gentle,woman,gentlewoman,0
noble,woman,noblewoman,0
horse,woman,horsewoman,0
vestry,woman,vestrywoman,0
assembly,woman,assemblywoman,0
wash,woman,washwoman,0
police,woman,policewoman,0
needle,woman,needlewoman,0
police,women,policewomen,1
states,women,stateswomen,1
washer,women,washerwomen,1
oars,women,oarswomen,1
horse,women,horsewomen,1
laundry,women,laundrywomen,1
yachts,women,yachtswomen,1
air,women,airwomen,1
sales,women,saleswomen,1
congress,women,congresswomen,1
chair,women,chairwomen,1
noble,women,noblewomen,1
newspaper,women,newspaperwomen,1
gentle,women,gentlewomen,1
char,women,charwomen,1
mad,women,madwomen,1
spokes,women,spokeswomen,1
sports,women,sportswomen,1
needle,women,needlewomen,1
news,women,newswomen,1
assembly,women,assemblywomen,1
business,women,businesswomen,1
council,women,councilwomen,1
clans,women,clanswomen,1
kins,women,kinswomen,1
country,women,countrywomen,1
committee,women,committeewomen,1
bond,women,bondwomen,1
jury,women,jurywomen,1
king,wood,kingwood,0
match,wood,matchwood,0
cotton,wood,cottonwood,0
coral,wood,coralwood,0
brush,wood,brushwood,0
teak,wood,teakwood,0
pecker,wood,peckerwood,0
apple,wood,applewood,0
cork,wood,corkwood,0
musk,wood,muskwood,0
yellow,wood,yellowwood,0
rabbit,wood,rabbitwood,0
leather,wood,leatherwood,0
beef,wood,beefwood,0
dye,wood,dyewood,0
lace,wood,lacewood,0
silk,wood,silkwood,0
briar,wood,briarwood,0
log,wood,logwood,0
black,wood,blackwood,0
snake,wood,snakewood,0
beech,wood,beechwood,0
bitter,wood,bitterwood,0
light,wood,lightwood,0
box,wood,boxwood,0
cedar,wood,cedarwood,0
pulp,wood,pulpwood,0
rose,wood,rosewood,0
dog,wood,dogwood,0
soft,wood,softwood,0
cam,wood,camwood,0
tulip,wood,tulipwood,0
iron,wood,ironwood,0
hard,wood,hardwood,0
orange,wood,orangewood,0
zebra,wood,zebrawood,0
dead,wood,deadwood,0
drift,wood,driftwood,0
elm,wood,elmwood,0
grease,wood,greasewood,0
elk,wood,elkwood,0
citron,wood,citronwood,0
cord,wood,cordwood,0
sap,wood,sapwood,0
peach,wood,peachwood,0
green,wood,greenwood,0
naked,wood,nakedwood,0
red,wood,redwood,0
ribbon,wood,ribbonwood,0
prince,wood,princewood,0
bass,wood,basswood,0
pepper,wood,pepperwood,0
gum,wood,gumwood,0
twist,wood,twistwood,0
laurel,wood,laurelwood,0
needle,wood,needlewood,0
southern,wood,southernwood,0
brazil,wood,brazilwood,0
possum,wood,possumwood,0
under,wood,underwood,0
moose,wood,moosewood,0
ply,wood,plywood,0
marble,wood,marblewood,0
bear,wood,bearwood,0
lance,wood,lancewood,0
worm,wood,wormwood,0
satin,wood,satinwood,0
sour,wood,sourwood,0
fruit,wood,fruitwood,0
hazel,wood,hazelwood,0
button,wood,buttonwood,0
devil,wood,devilwood,0
candle,wood,candlewood,0
bent,wood,bentwood,0
white,wood,whitewood,0
touch,wood,touchwood,0
fire,wood,firewood,0
tar,wood,tarwood,0
gopher,wood,gopherwood,0
trumpet,wood,trumpetwood,0
brier,wood,brierwood,0
heart,wood,heartwood,0
lemon,wood,lemonwood,0
sandal,wood,sandalwood,0
soft,woods,softwoods,1
dog,woods,dogwoods,1
button,woods,buttonwoods,1
red,woods,redwoods,1
rose,woods,rosewoods,1
iron,woods,ironwoods,1
hard,woods,hardwoods,1
bass,woods,basswoods,1
cotton,woods,cottonwoods,1
back,woods,backwoods,1
satin,woods,satinwoods,1
back,woodsman,backwoodsman,0
back,woodsmen,backwoodsmen,1
long,wool,longwool,0
loan,word,loanword,0
swear,word,swearword,0
head,word,headword,0
buzz,word,buzzword,0
backs,word,backsword,0
cross,word,crossword,0
watch,word,watchword,0
guide,word,guideword,0
catch,word,catchword,0
pass,word,password,0
silvers,word,silversword,0
broads,word,broadsword,0
pass,words,passwords,1
swear,words,swearwords,1
catch,words,catchwords,1
broads,words,broadswords,1
watch,words,watchwords,1
buzz,words,buzzwords,1
head,words,headwords,1
loan,words,loanwords,1
cross,words,crosswords,1
course,work,coursework,0
wheel,work,wheelwork,0
fancy,work,fancywork,0
school,work,schoolwork,0
shit,work,shitwork,0
case,work,casework,0
ground,work,groundwork,0
busy,work,busywork,0
lace,work,lacework,0
clock,work,clockwork,0
crewel,work,crewelwork,0
brick,work,brickwork,0
class,work,classwork,0
house,work,housework,0
lattice,work,latticework,0
paper,work,paperwork,0
art,work,artwork,0
body,work,bodywork,0
grill,work,grillwork,0
cabinet,work,cabinetwork,0
field,work,fieldwork,0
glass,work,glasswork,0
drawn,work,drawnwork,0
iron,work,ironwork,0
team,work,teamwork,0
stone,work,stonework,0
life,work,lifework,0
wax,work,waxwork,0
bead,work,beadwork,0
fire,work,firework,0
earth,work,earthwork,0
guess,work,guesswork,0
donkey,work,donkeywork,0
fret,work,fretwork,0
pipe,work,pipework,0
silver,work,silverwork,0
night,work,nightwork,0
crown,work,crownwork,0
needle,work,needlework,0
breast,work,breastwork,0
plaster,work,plasterwork,0
wicker,work,wickerwork,0
mill,work,millwork,0
patch,work,patchwork,0
spade,work,spadework,0
over,work,overwork,0
home,work,homework,0
frame,work,framework,0
mesh,work,meshwork,0
net,work,network,0
hand,work,handwork,0
brush,work,brushwork,0
bridge,work,bridgework,0
wire,work,wirework,0
metal,work,metalwork,0
hack,work,hackwork,0
wood,work,woodwork,0
piece,work,piecework,0
leather,work,leatherwork,0
trestle,work,trestlework,0
time,work,timework,0
foot,work,footwork,0
flat,work,flatwork,0
knit,work,knitwork,0
cut,work,cutwork,0
open,work,openwork,0
brain,worker,brainworker,0
steel,worker,steelworker,0
case,worker,caseworker,0
field,worker,fieldworker,0
metal,worker,metalworker,0
dock,worker,dockworker,0
iron,worker,ironworker,0
gold,worker,goldworker,0
silver,worker,silverworker,0
mine,worker,mineworker,0
guest,worker,guestworker,0
glass,worker,glassworker,0
needle,worker,needleworker,0
wood,worker,woodworker,0
dock,workers,dockworkers,1
field,workers,fieldworkers,1
mine,workers,mineworkers,1
steel,workers,steelworkers,1
wood,workers,woodworkers,1
case,workers,caseworkers,1
metal,workers,metalworkers,1
metal,working,metalworking,0
wood,working,woodworking,0
over,working,overworking,0
clock,works,clockworks,1
glass,works,glassworks,1
water,works,waterworks,1
steel,works,steelworks,1
life,works,lifeworks,1
gas,works,gasworks,1
lattice,works,latticeworks,1
iron,works,ironworks,1
fire,works,fireworks,1
patch,works,patchworks,1
art,works,artworks,1
salt,works,saltworks,1
breast,works,breastworks,1
net,works,networks,1
over,works,overworks,1
wax,works,waxworks,1
earth,works,earthworks,1
frame,works,frameworks,1
metal,works,metalworks,1
under,world,underworld,0
nether,world,netherworld,0
other,world,otherworld,0
after,world,afterworld,0
dream,world,dreamworld,0
dream,worlds,dreamworlds,1
under,worlds,underworlds,1
cabbage,worm,cabbageworm,0
ring,worm,ringworm,0
boll,worm,bollworm,0
canker,worm,cankerworm,0
meal,worm,mealworm,0
cut,worm,cutworm,0
earth,worm,earthworm,0
vetch,worm,vetchworm,0
angle,worm,angleworm,0
round,worm,roundworm,0
tape,worm,tapeworm,0
hook,worm,hookworm,0
book,worm,bookworm,0
slow,worm,slowworm,0
wheat,worm,wheatworm,0
army,worm,armyworm,0
thread,worm,threadworm,0
silk,worm,silkworm,0
arrow,worm,arrowworm,0
glow,worm,glowworm,0
wire,worm,wireworm,0
split,worm,splitworm,0
straw,worm,strawworm,0
joint,worm,jointworm,0
pin,worm,pinworm,0
blood,worm,bloodworm,0
inch,worm,inchworm,0
wood,worm,woodworm,0
case,worm,caseworm,0
ship,worm,shipworm,0
lug,worm,lugworm,0
blind,worm,blindworm,0
eel,worm,eelworm,0
flat,worm,flatworm,0
lob,worm,lobworm,0
fish,worm,fishworm,0
web,worm,webworm,0
angle,worms,angleworms,1
wood,worms,woodworms,1
earth,worms,earthworms,1
glow,worms,glowworms,1
cut,worms,cutworms,1
round,worms,roundworms,1
tape,worms,tapeworms,1
book,worms,bookworms,1
silk,worms,silkworms,1
hook,worms,hookworms,1
inch,worms,inchworms,1
flat,worms,flatworms,1
pipe,wort,pipewort,0
sand,wort,sandwort,0
pile,wort,pilewort,0
salt,wort,saltwort,0
awl,wort,awlwort,0
star,wort,starwort,0
horn,wort,hornwort,0
kelp,wort,kelpwort,0
mitre,wort,mitrewort,0
birth,wort,birthwort,0
rag,wort,ragwort,0
barren,wort,barrenwort,0
madder,wort,madderwort,0
throat,wort,throatwort,0
bladder,wort,bladderwort,0
moor,wort,moorwort,0
flea,wort,fleawort,0
pepper,wort,pepperwort,0
blood,wort,bloodwort,0
sneeze,wort,sneezewort,0
quill,wort,quillwort,0
glass,wort,glasswort,0
fan,wort,fanwort,0
pearl,wort,pearlwort,0
pill,wort,pillwort,0
spider,wort,spiderwort,0
swallow,wort,swallowwort,0
cole,wort,colewort,0
gipsy,wort,gipsywort,0
moon,wort,moonwort,0
tooth,wort,toothwort,0
money,wort,moneywort,0
lead,wort,leadwort,0
soap,wort,soapwort,0
gypsy,wort,gypsywort,0
stone,wort,stonewort,0
mug,wort,mugwort,0
slipper,wort,slipperwort,0
frost,wort,frostwort,0
fig,wort,figwort,0
tail,wort,tailwort,0
fume,wort,fumewort,0
wart,wort,wartwort,0
mad,wort,madwort,0
umbrella,wort,umbrellawort,0
rib,wort,ribwort,0
butter,wort,butterwort,0
mother,wort,motherwort,0
milk,wort,milkwort,0
thorough,wort,thoroughwort,0
master,wort,masterwort,0
miter,wort,miterwort,0
stitch,wort,stitchwort,0
spleen,wort,spleenwort,0
saw,wort,sawwort,0
bell,wort,bellwort,0
liver,wort,liverwort,0
whitlow,wort,whitlowwort,0
coral,wort,coralwort,0
halfpenny,worth,halfpennyworth,0
penny,worth,pennyworth,0
trust,worthiness,trustworthiness,0
road,worthiness,roadworthiness,0
air,worthiness,airworthiness,0
credit,worthiness,creditworthiness,0
praise,worthiness,praiseworthiness,0
sea,worthiness,seaworthiness,0
pow,wows,powwows,1
bladder,wrack,bladderwrack,0
ship,wreck,shipwreck,0
house,wrecker,housewrecker,0
ship,wrecks,shipwrecks,1
waggon,wright,waggonwright,0
plough,wright,ploughwright,0
play,wright,playwright,0
ship,wright,shipwright,0
mill,wright,millwright,0
wain,wright,wainwright,0
cart,wright,cartwright,0
wagon,wright,wagonwright,0
plow,wright,plowwright,0
wheel,wright,wheelwright,0
wheel,wrights,wheelwrights,1
mill,wrights,millwrights,1
ship,wrights,shipwrights,1
wain,wrights,wainwrights,1
play,wrights,playwrights,1
gag,writer,gagwriter,0
sports,writer,sportswriter,0
teletype,writer,teletypewriter,0
song,writer,songwriter,0
ghost,writer,ghostwriter,0
news,writer,newswriter,0
under,writer,underwriter,0
copy,writer,copywriter,0
screen,writer,screenwriter,0
